"","Year","Genre","NA_Sales","EU_Sales","JP_Sales"
"15748",2016,"Fighting",0,0,0.02
"15749",2015,"Fighting",0.01,0,0.02
"15750",2016,"Fighting",0.01,0.01,0.03
"15751",2010,"Adventure",0,0,0.01
"15752",2010,"Adventure",0,0,0.01
"15753",2010,"Adventure",0,0,0.01
"15756",2017,"Strategy",0,0,0.02
"15757",2016,"Action",0.58,0.74,0.02
"15758",2016,"Action-Adventure",0.89,0.97,0.04
"15759",2018,"Action-Adventure",0.17,0.04,0
"15762",2010,"Action",0.21,0.12,0.04
"15763",2010,"Action",0.2,0.11,0.04
"15764",2010,"Action",0.1,0.04,0.04
"15765",2011,"Action",0.1,0.04,0.04
"15766",2010,"Action",0,0,0.02
"15767",2011,"Action",0,0,0.09
"15779",2012,"Misc",0,0,0.01
"15780",2012,"Strategy",0,0,0.01
"15789",2011,"Strategy",0,0,0.02
"15790",2013,"Strategy",0,0,0.19
"15791",2014,"Strategy",0,0,0.06
"15792",2010,"Strategy",0,0,0.13
"15793",2010,"Strategy",0,0,0.13
"15794",2011,"Strategy",0,0,0.07
"15799",2016,"Strategy",0,0,0.05
"15800",2016,"Strategy",0,0,0.06
"15801",2013,"Misc",0,0,0.04
"15802",2013,"Simulation",0,0,0.04
"15803",2015,"Strategy",0,0,0.05
"15808",2014,"Strategy",0.03,0,0
"15809",2015,"Strategy",0.04,0,0
"15810",2014,"Strategy",0,0,0.06
"15811",2016,"Strategy",0.03,0,0.06
"15812",2017,"Strategy",0,0,0.03
"15813",2017,"Strategy",0,0,0.01
"15814",2018,"Strategy",0.01,0,0.05
"15815",2015,"Strategy",0,0,0.03
"15820",2010,"Misc",0,0,0.02
"15821",2010,"Misc",0,0,0.02
"15822",2011,"Misc",0,0.05,0
"15827",2011,"Role-Playing",0,0,0.05
"15828",2017,"Adventure",0,0,0.01
"15830",2016,"Action",0,0,0.03
"15831",2015,"Action",0,0,0.02
"15832",2013,"Adventure",0,0,0.04
"15833",2013,"Misc",0,0,0.04
"15837",2010,"Sports",0.03,0,0
"15838",2010,"Sports",0.03,0,0
"15846",2011,"Misc",0,0.18,0
"15857",2011,"Fighting",0,0,0.02
"15858",2011,"Fighting",0,0,0.02
"15859",2010,"Simulation",0.01,0,0
"15860",2013,"Adventure",0,0,0.01
"15861",2013,"Misc",0,0,0.01
"15874",2017,"Adventure",0,0,0.01
"15875",2017,"Adventure",0,0,0.01
"15892",2016,"Role-Playing",0.03,0.02,0.04
"15893",2016,"Role-Playing",0.01,0.02,0.03
"15894",2016,"Role-Playing",0.14,0.07,0.09
"15895",2016,"Role-Playing",0.06,0.03,0.07
"15896",2016,"Role-Playing",0.05,0.02,0.1
"15897",2016,"Role-Playing",0.02,0.03,0.08
"15898",2010,"Adventure",0,0,0.05
"15899",2010,"Adventure",0,0,0.05
"15902",2011,"Racing",0,0.04,0
"15911",2012,"Strategy",0,0.02,0
"15912",2012,"Strategy",0,0.02,0
"15915",2010,"Puzzle",0,0.06,0
"15920",2012,"Action",0,0,0.14
"15923",2018,"Action",0,0,0.04
"15924",2012,"Action-Adventure",0,0,0.14
"15925",2017,"Action",0.16,0.12,0.03
"15926",2017,"Action",0.05,0,0
"15927",2010,"Adventure",0.25,0.07,0.13
"15928",2011,"Adventure",0.21,0.07,0.13
"15929",2011,"Adventure",0,0,0.02
"15930",2016,"Platform",0.02,0,0
"15938",2015,"Role-Playing",0,0,0.06
"15939",2017,"Role-Playing",0,0,0.02
"15940",2018,"Role-Playing",0,0,0.03
"15941",2014,"Role-Playing",0,0,0.02
"15942",2015,"Role-Playing",0,0,0.02
"15943",2018,"Fighting",0.03,0,0
"15944",2010,"Misc",0.01,0,0
"15951",2011,"Action",0,0,0.3
"15952",2014,"Action-Adventure",0.05,0.05,0.28
"15953",2014,"Action-Adventure",0.09,0.1,0.06
"15954",2014,"Action-Adventure",0.04,0.04,0.04
"15955",2014,"Action-Adventure",0,0.04,0.03
"15956",2016,"Fighting",0.21,0.26,0.09
"15957",2016,"Fighting",0,0.03,0.09
"15958",2016,"Fighting",0.11,0.07,0
"15961",2011,"Fighting",0,0,0.35
"15962",2011,"Fighting",0,0,0.35
"15963",2010,"Fighting",0,0,0.36
"15964",2010,"Fighting",0,0,0.36
"15967",2016,"Fighting",0,0,0.04
"15968",2013,"Action",0,0.2,0.42
"15969",2014,"Action",0,0.21,0.42
"15970",2013,"Action",0,0,0.12
"15971",2015,"Action",0,0.09,0.19
"15972",2015,"Action",0,0.06,0.2
"15973",2015,"Action",0.08,0.22,0.1
"15974",2015,"Action",0.11,0.22,0.11
"15975",2015,"Action",0,0.07,0.13
"15976",2015,"Action",0,0.03,0.14
"15977",2018,"Action",0,0.01,0.05
"15978",2014,"Misc",0,0,0.08
"15979",2012,"Role-Playing",0,0,0.32
"15980",2014,"Fighting",0,0,0.12
"15983",2017,"Action",0,0.04,0.03
"15984",2017,"Action",0,0,0.01
"15985",2011,"Action",0,0,0.02
"15986",2011,"Action",0,0,0.02
"15987",2013,"Action",0,0,0.03
"15988",2013,"Misc",0,0,0.03
"15989",2012,"Action",0,0,0.03
"15990",2012,"Action",0,0,0.03
"15991",2014,"Action",0.13,0.02,0.04
"15992",2015,"Action",0.16,0.03,0.05
"15999",2013,"Adventure",0,0,0.01
"16000",2013,"Misc",0,0,0.01
"16008",2019,"Action-Adventure",0,0,0.01
"16010",2019,"Action-Adventure",0,0,0.03
"16013",2012,"Adventure",0,0,0.03
"16014",2012,"Misc",0,0,0.03
"16016",2018,"Racing",0.04,0,0
"16017",2018,"Racing",0.03,0,0
"16040",2011,"Shooter",0.01,0.04,0
"16041",2011,"Shooter",0.06,0.15,0.07
"16042",2011,"Shooter",0.1,0.15,0.01
"16043",2018,"Shooter",0.03,0,0
"16053",2011,"Action",0,0.01,0
"16054",2012,"Action",0,0.01,0
"16055",2011,"Action",0.04,0.01,0
"16056",2012,"Action",0.06,0.01,0
"16057",2013,"Misc",0,0,0.04
"16058",2013,"Simulation",0,0,0.04
"16059",2011,"Adventure",0,0,0.15
"16060",2012,"Adventure",0,0,0.11
"16061",2011,"Role-Playing",0,0,0.2
"16062",2010,"Adventure",0,0,0.02
"16064",2012,"Action",0,0,0.02
"16065",2011,"Action",0,0,0.05
"16066",2011,"Action",0,0,0.05
"16069",2014,"Role-Playing",0,0,0.15
"16070",2015,"Role-Playing",0,0,0.15
"16071",2014,"Misc",0,0,0.01
"16073",2017,"Adventure",0,0,0.01
"16074",2017,"Adventure",0,0,0.01
"16076",2011,"Role-Playing",0,0,0.03
"16080",2016,"Misc",0,0,0.02
"16081",2017,"Adventure",0,0,0.03
"16082",2017,"Adventure",0,0.01,0
"16089",2015,"Action",0,0,0.02
"16090",2016,"Adventure",0,0,0.02
"16091",2010,"Adventure",0,0,0.02
"16092",2011,"Adventure",0,0,0.03
"16093",2011,"Shooter",0.13,0,0.04
"16098",2010,"Adventure",0,0,0.02
"16100",2010,"Misc",0,0,0.02
"16101",2012,"Action",0,0,0.04
"16102",2012,"Misc",0,0,0.04
"16103",2012,"Adventure",0,0,0.01
"16104",2012,"Misc",0,0,0.01
"16105",2016,"Action",0,0,0.02
"16106",2012,"Action",0,0,0.03
"16107",2012,"Misc",0,0,0.03
"16114",2017,"Adventure",0.05,0,0
"16115",2011,"Sports",0.01,0,0
"16116",2011,"Sports",0.01,0,0
"16117",2017,"Action",0.09,0.09,0
"16118",2017,"Action",0.1,0.02,0
"16153",2016,"Action",0.04,0,0
"16154",2016,"Action",0.04,0,0
"16155",2018,"Simulation",0.08,0.01,0
"16156",2018,"Simulation",0.17,0.09,0.01
"16157",2018,"Simulation",0.07,0.06,0
"16158",2018,"Simulation",0.07,0,0
"16171",2018,"Action-Adventure",0.02,0,0
"16172",2018,"Action-Adventure",0.02,0,0
"16173",2013,"Shooter",0.06,0.04,0
"16174",2013,"Shooter",0.09,0.03,0
"16175",2016,"Shooter",0.22,0.18,0
"16176",2016,"Shooter",0.37,0.48,0
"16177",2016,"Shooter",0.64,0.68,0.14
"16178",2016,"Shooter",1.84,1.8,0.17
"16179",2016,"Shooter",0.52,0.25,0
"16180",2016,"Shooter",1.63,0.84,0
"16181",2018,"Platform",0.03,0.01,0
"16182",2018,"Platform",0.04,0,0
"16185",2015,"Adventure",0,0,0.03
"16186",2015,"Adventure",0,0,0.03
"16196",2011,"Action",0.1,0.04,0.04
"16197",2011,"Misc",0.1,0.04,0.04
"16198",2013,"Platform",0.05,0.04,0
"16199",2013,"Platform",0.03,0.04,0
"16200",2013,"Platform",0.04,0.02,0
"16201",2013,"Platform",0.04,0.03,0
"16202",2014,"Adventure",0.03,0.05,0
"16203",2014,"Platform",0.03,0.05,0
"16204",2014,"Adventure",0.05,0.04,0
"16205",2014,"Platform",0.06,0.03,0
"16206",2014,"Adventure",0.05,0.02,0
"16207",2014,"Platform",0.04,0.02,0
"16208",2014,"Adventure",0.05,0.05,0
"16209",2014,"Platform",0.05,0.04,0
"16210",2017,"Action",0.08,0,0
"16211",2016,"Action",0.15,0,0
"16218",2010,"Misc",0.47,0.08,0.01
"16219",2010,"Misc",0.47,0.09,0.01
"16220",2011,"Misc",0.09,0.04,0
"16221",2011,"Party",0.09,0.04,0
"16259",2010,"Misc",0,0,0.02
"16267",2010,"Misc",0,0,0.02
"16268",2011,"Misc",0,0,0.02
"16269",2012,"Action",0,0,0.02
"16270",2012,"Misc",0,0,0.02
"16276",2010,"Misc",0,0,0.01
"16278",2015,"Puzzle",0,0.04,0
"16279",2015,"Puzzle",0,0.03,0
"16282",2012,"Misc",0,0.01,0
"16283",2013,"Misc",0.02,0.02,0
"16284",2013,"Shooter",0.02,0.02,0
"16285",2013,"Shooter",0,0.01,0
"16295",2011,"Role-Playing",0.13,0.1,0.08
"16296",2013,"Role-Playing",0.11,0.1,0.08
"16310",2016,"Action-Adventure",0.35,0.37,0.08
"16311",2012,"Role-Playing",1.12,0.39,0.64
"16316",2016,"Action",0.01,0,0
"16317",2016,"Action",0.07,0,0
"16318",2015,"Action",0,0.02,0
"16327",2017,"Music",0,0,0.02
"16332",2015,"Adventure",0,0,0.03
"16343",2018,"Party",0.05,0,0
"16346",2017,"Misc",0.1,0,0
"16348",2018,"Action",0.02,0,0
"16349",2018,"Action",0.02,0,0
"16350",2010,"Adventure",0,0,0.02
"16355",2011,"Misc",0.05,0.04,0.17
"16356",2011,"Platform",0.05,0.04,0.17
"16357",2017,"Music",0,0,0.02
"16358",2010,"Strategy",0.03,0,0
"16359",2010,"Strategy",0.03,0,0
"16360",2011,"Misc",0,0.01,0
"16361",2011,"Misc",0,0.01,0
"16362",2018,"Platform",0,0.12,0
"16363",2018,"Platform",0.06,0,0
"16364",2018,"Platform",0.04,0,0
"16369",2011,"Simulation",0.06,0,0
"16371",2011,"Simulation",0.06,0,0
"16378",2010,"Simulation",0.04,0,0
"16379",2018,"Shooter",0.08,0.02,0
"16380",2013,"Shooter",0.04,0,0
"16381",2013,"Shooter",0.24,0.15,0
"16382",2015,"Shooter",0.12,0.14,0
"16383",2013,"Shooter",0.33,0.21,0
"16384",2015,"Shooter",0.14,0.07,0
"16393",2017,"Sports",0.01,0,0
"16400",2014,"Sports",0,0.01,0
"16402",2010,"Sports",0,0.09,0
"16403",2010,"Sports",0,0.1,0
"16404",2010,"Sports",0,0.02,0
"16405",2010,"Misc",0,0,0.02
"16406",2010,"Misc",0,0,0.02
"16407",2018,"Misc",0,0,0.01
"16422",2010,"Adventure",0,0,0.1
"16423",2010,"Adventure",0,0,0.1
"16424",2014,"Action",0,0.06,0
"16425",2014,"Action-Adventure",0,0.06,0
"16426",2014,"Action",0,0.02,0
"16427",2014,"Action-Adventure",0,0.01,0
"16428",2014,"Action",0.01,0.02,0
"16429",2014,"Action-Adventure",0.01,0.02,0
"16434",2018,"Misc",0.03,0,0
"16437",2010,"Misc",0,0.58,0
"16438",2010,"Misc",0,0.12,0
"16441",2011,"Misc",0,0.28,0
"16442",2010,"Role-Playing",0.22,0.01,0
"16447",2017,"Simulation",0.02,0,0.03
"16451",2012,"Role-Playing",0,0,0.05
"16452",2018,"Music",0.02,0,0.01
"16453",2018,"Music",0,0,0.01
"16454",2012,"Fighting",0.32,0.12,0.24
"16455",2012,"Fighting",0.08,0.01,0.03
"16456",2014,"Fighting",0,0,0.13
"16457",2014,"Fighting",0.07,0.01,0
"16458",2012,"Role-Playing",0.37,0.29,0.39
"16459",2012,"Fighting",0.3,0.12,0.24
"16460",2012,"Fighting",0.08,0.02,0.03
"16461",2015,"Misc",0.13,0.1,0.15
"16462",2015,"Music",0.12,0.04,0.16
"16463",2016,"Role-Playing",0,0,0.1
"16464",2017,"Role-Playing",0.07,0.02,0.14
"16465",2016,"Role-Playing",0,0,0.34
"16466",2017,"Role-Playing",0.62,0.34,0.48
"16467",2018,"Music",0.03,0,0.03
"16468",2018,"Music",0,0,0.02
"16469",2018,"Music",0,0,0.02
"16470",2018,"Music",0.07,0,0.04
"16471",2014,"Role-Playing",0.33,0.07,0.27
"16472",2019,"Role-Playing",0,0,0.1
"16493",2010,"Simulation",0.05,0,0
"16494",2010,"Simulation",0,0,0.01
"16496",2011,"Simulation",0.18,0,0
"16507",2011,"Simulation",0.05,0,0
"16513",2011,"Simulation",0.07,0,0
"16514",2010,"Simulation",0.11,0,0
"16515",2010,"Simulation",0.07,0,0
"16521",2011,"Misc",0.12,0,0
"16533",2010,"Simulation",0.03,0,0
"16560",2014,"Misc",0,0,0.19
"16561",2014,"Role-Playing",0,0,0.19
"16564",2013,"Misc",0,0,0.17
"16565",2013,"Role-Playing",0,0,0.16
"16566",2017,"Role-Playing",0,0,0.05
"16567",2017,"Role-Playing",0,0,0.02
"16568",2015,"Action",0,0,0.03
"16579",2011,"Role-Playing",0,0,0.37
"16585",2010,"Role-Playing",0.05,0,0.03
"16586",2011,"Role-Playing",0.06,0,0.03
"16589",2013,"Misc",0,0,0.01
"16590",2011,"Fighting",0.02,0,0.02
"16591",2012,"Fighting",0.02,0,0.02
"16595",2011,"Role-Playing",0,0,0.04
"16596",2016,"Adventure",0,0,0.01
"16599",2017,"Action",0.01,0,0
"16600",2017,"Action",0.02,0,0
"16601",2010,"Shooter",0.03,0.02,0
"16602",2010,"Shooter",0.03,0.02,0
"16603",2012,"Misc",0,0,0.01
"16607",2010,"Action",0.25,0.04,0
"16608",2011,"Action",0.32,0.19,0
"16609",2011,"Action",0.15,0.12,0
"16610",2011,"Action",0.36,0.19,0
"16611",2013,"Action-Adventure",0,0.01,0
"16615",2013,"Adventure",0,0,0.38
"16616",2014,"Misc",0,0,0.38
"16620",2014,"Adventure",0,0,0.02
"16621",2014,"Misc",0,0,0.07
"16622",2014,"Misc",0,0,0.04
"16623",2016,"Adventure",0,0,0.29
"16625",2013,"Simulation",0,0,0.07
"16626",2011,"Puzzle",0.01,0,0
"16627",2012,"Adventure",0,0,0.09
"16628",2013,"Adventure",0,0,0.07
"16633",2010,"Puzzle",0.28,0.03,0.16
"16634",2016,"Puzzle",0,0,0.12
"16636",2010,"Puzzle",0.1,0.07,0
"16637",2010,"Misc",0.6,0.19,0
"16638",2010,"Puzzle",0.61,0.19,0
"16639",2011,"Misc",0.15,0.06,0
"16640",2011,"Misc",0.16,0.05,0
"16649",2013,"Strategy",0.45,0.31,0.29
"16650",2014,"Role-Playing",0,0.01,0
"16651",2017,"Role-Playing",0.11,0.02,0
"16652",2017,"Role-Playing",0.04,0,0
"16653",2011,"Adventure",0.08,0,0
"16654",2011,"Adventure",0.09,0,0
"16660",2011,"Simulation",0.4,0.36,0.13
"16672",2010,"Misc",0.12,0,0
"16674",2011,"Misc",0.1,0,0
"16684",2011,"Misc",0.25,0,0
"16685",2011,"Misc",0.26,0,0
"16688",2018,"Visual Novel",0,0,0.02
"16696",2011,"Shooter",0.01,0,0
"16697",2011,"Adventure",0,0.01,0
"16717",2010,"Action",0.02,0,0
"16718",2010,"Action",0.02,0,0
"16743",2010,"Strategy",0.11,0,0
"16744",2010,"Simulation",0.06,0,0
"16745",2010,"Simulation",0.06,0,0
"16757",2014,"Shooter",0,0.02,0
"16758",2014,"Shooter",0.22,0.32,0.01
"16759",2014,"Shooter",0.24,0.3,0.01
"16760",2014,"Shooter",0.54,0.5,0
"16761",2014,"Shooter",0.39,0.25,0
"16762",2011,"Strategy",0.95,0.15,0
"16763",2011,"Strategy",0.9,0.13,0
"16765",2011,"Strategy",0.18,0,0
"16766",2010,"Strategy",0.24,0,0
"16767",2016,"Shooter",0.01,0.04,0
"16768",2016,"Shooter",0.22,0.31,0
"16769",2016,"Shooter",0.47,0.32,0
"16770",2016,"Adventure",0,0,0.02
"16778",2018,"Shooter",0.13,0.15,0
"16779",2017,"Shooter",1.29,0.69,0
"16783",2010,"Action",0.04,0.01,0
"16786",2010,"Action",0,0.04,0
"16788",2012,"Action",0.5,0.28,0.04
"16789",2012,"Fighting",0.5,0.28,0.04
"16790",2012,"Action",0.26,0.15,0.01
"16791",2012,"Fighting",0.21,0.16,0.01
"16792",2011,"Party",0,0.03,0
"16793",2011,"Platform",0.09,0.06,0
"16794",2016,"Misc",0.36,1.4,0.09
"16810",2017,"Platform",0.05,0.01,0
"16821",2014,"Misc",0.18,0.12,0.17
"16827",2012,"Role-Playing",0.58,0.06,0.37
"16828",2018,"Role-Playing",0,0.11,0
"16831",2017,"Role-Playing",0,0.21,0
"16835",2012,"Role-Playing",0.44,0.3,0.47
"16837",2014,"Role-Playing",4.23,3.37,3.08
"16842",2010,"Role-Playing",0.51,0.17,0.58
"16844",2011,"Action",0.47,0.26,0.35
"16845",2015,"Action",0,0.02,0.09
"16848",2015,"Role-Playing",0.46,0.31,0.33
"16854",2018,"Role-Playing",1.22,0.8,0.51
"16855",2018,"Role-Playing",2.16,1.24,0.82
"16856",2011,"Action",0.27,0.2,0.27
"16857",2012,"Action-Adventure",0.26,0.19,0.27
"16858",2012,"Adventure",0.03,0,0.03
"16860",2016,"Fighting",0.47,0.22,0.16
"16881",2010,"Simulation",0.21,0.09,0
"16883",2010,"Simulation",0,0.01,0
"16885",2010,"Simulation",0.03,0.04,0
"16889",2017,"Platform",0.2,0.16,0.17
"16905",2010,"Misc",0,0,0.13
"16906",2010,"Misc",0,0,0.13
"16907",2011,"Misc",0,0,0.06
"16908",2011,"Misc",0,0,0.06
"16913",2011,"Misc",0,0.02,0
"16914",2011,"Misc",0,0.03,0
"16939",2012,"Simulation",0.06,0,0
"16941",2012,"Simulation",0.06,0,0
"16945",2011,"Shooter",0.33,0.32,0
"16946",2011,"Shooter",0.83,0.63,0.02
"16947",2011,"Shooter",1.41,0.49,0.01
"16948",2011,"Shooter",1.41,0.51,0.01
"16949",2018,"Role-Playing",0.02,0.02,0.01
"16950",2017,"Role-Playing",0.02,0.05,0.03
"16951",2017,"Role-Playing",0.02,0,0
"16953",2015,"Action",0,0,0.01
"16958",2010,"Misc",0,0,0.02
"16960",2010,"Misc",0.13,0,0
"16961",2010,"Misc",0.11,0,0
"16980",2010,"Sports",0,0,0.13
"16981",2010,"Sports",0,0,0.13
"16982",2011,"Sports",0,0,0.12
"16983",2011,"Sports",0,0,0.12
"16998",2010,"Sports",0,0,0.06
"16999",2010,"Sports",0,0,0.06
"17001",2011,"Action",0.26,0.04,0
"17002",2011,"Action",0.27,0.04,0
"17003",2011,"Action",0.27,0.03,0
"17004",2011,"Action",0.29,0.03,0
"17005",2014,"Action",0.01,0.01,0
"17006",2014,"Action-Adventure",0.01,0.01,0
"17022",2010,"Sports",0,0,0.01
"17033",2011,"Sports",0,0,0.05
"17034",2011,"Sports",0,0,0.05
"17038",2011,"Fighting",0.18,0.1,0
"17041",2012,"Action",0,0,0.02
"17042",2012,"Misc",0,0,0.02
"17059",2013,"Music",0,0,0.05
"17060",2013,"Misc",0,0,0.08
"17061",2013,"Simulation",0,0,0.08
"17062",2013,"Misc",0,0,0.08
"17063",2013,"Simulation",0,0,0.08
"17068",2017,"Shooter",0.25,0.62,0.02
"17069",2017,"Shooter",0.21,0.2,0
"17073",2011,"Strategy",0,0.01,0
"17077",2016,"Adventure",0,0,0.02
"17084",2010,"Action",0.17,0.25,0
"17085",2011,"Action",0.17,0.24,0
"17090",2010,"Action",0.14,0.01,0
"17091",2010,"Action",0,0.03,0
"17092",2010,"Action",0.19,0.36,0.01
"17093",2010,"Action",0.09,0.18,0.01
"17094",2010,"Action",0.11,0.11,0
"17095",2010,"Action",0.3,0.26,0
"17116",2015,"Adventure",0,0,0.02
"17117",2015,"Misc",0,0,0.02
"17118",2013,"Misc",0,0,0.01
"17121",2012,"Misc",0,0,0.01
"17122",2011,"Adventure",0,0,0.02
"17125",2016,"Role-Playing",0,0,0.01
"17126",2010,"Adventure",0.05,0.03,0
"17127",2010,"Adventure",0.02,0,0
"17135",2010,"Adventure",0,0,0.02
"17136",2010,"Platform",0.05,0,0.03
"17137",2011,"Platform",0.06,0,0.03
"17142",2015,"Action",0,0,0.03
"17143",2015,"Action",0,0,0.04
"17144",2018,"Misc",0,0,0.03
"17145",2016,"Action",0,0,0.07
"17146",2015,"Misc",0,0,0.11
"17147",2015,"Music",0,0,0.13
"17150",2016,"Action",0.01,0.01,0
"17151",2016,"Simulation",0.02,0.02,0
"17152",2016,"Simulation",0.02,0,0
"17153",2010,"Action",0.05,0.16,0
"17154",2010,"Adventure",0.05,0.16,0
"17155",2010,"Action",0.07,0.12,0
"17156",2010,"Adventure",0.07,0.11,0
"17159",2012,"Sports",0.01,0,0
"17160",2012,"Sports",0.01,0,0
"17161",2017,"Sports",0,0,0.13
"17162",2015,"Action",0,0,0.15
"17163",2015,"Sports",0,0,0.16
"17164",2015,"Action",0,0,0.13
"17165",2015,"Sports",0,0,0.14
"17167",2016,"Sports",0,0.04,0
"17168",2016,"Sports",0,0.12,0
"17198",2010,"Sports",0,0.05,0
"17199",2010,"Sports",0.04,0.21,0.05
"17200",2010,"Sports",0.29,1.18,0.54
"17201",2010,"Sports",0.05,0.3,0.29
"17202",2010,"Sports",0.07,0.1,0.03
"17203",2010,"Sports",0.09,0.44,0
"17204",2011,"Sports",0.11,0.13,0.11
"17205",2011,"Sports",0.11,0.13,0.11
"17206",2011,"Action",0.02,0,0
"17207",2012,"Sports",0.02,0,0
"17208",2011,"Action",0,0.07,0
"17209",2011,"Sports",0,0.07,0
"17210",2011,"Action",0,0,0.06
"17211",2011,"Sports",0,0,0.06
"17212",2011,"Action",0.34,0.97,0.55
"17213",2011,"Sports",0.34,0.97,0.55
"17214",2011,"Action",0.1,0.12,0.29
"17215",2011,"Sports",0.11,0.12,0.29
"17216",2011,"Action",0.08,0.08,0.03
"17217",2011,"Sports",0.08,0.08,0.03
"17218",2011,"Action",0.1,0.34,0
"17219",2011,"Sports",0.1,0.34,0
"17220",2012,"Sports",0.05,0.02,0.1
"17221",2013,"Sports",0.05,0.02,0.1
"17222",2012,"Sports",0,0.07,0
"17223",2012,"Sports",0.18,0.65,0.49
"17224",2012,"Sports",0,0.08,0.18
"17225",2012,"Sports",0,0.03,0.06
"17226",2012,"Sports",0.08,0.2,0
"17227",2013,"Action",0,0,0.19
"17228",2013,"Sports",0,0,0.19
"17229",2013,"Action",0,0.09,0
"17230",2013,"Sports",0,0.1,0
"17231",2013,"Action",0.03,0.43,0.51
"17232",2013,"Sports",0.03,0.46,0.51
"17233",2013,"Action",0,0.03,0.14
"17234",2013,"Sports",0,0.02,0.14
"17235",2013,"Action",0.06,0.16,0
"17236",2013,"Sports",0.08,0.16,0
"17237",2014,"Sports",0,0.06,0
"17238",2014,"Sports",0.1,0.23,0.23
"17239",2014,"Sports",0.09,0.45,0.12
"17240",2014,"Sports",0.05,0.1,0
"17241",2014,"Sports",0.04,0.1,0
"17242",2015,"Sports",0,0.04,0
"17243",2015,"Sports",0.11,0.18,0.16
"17244",2015,"Sports",0.14,0.43,0.14
"17245",2015,"Sports",0.07,0.08,0
"17246",2015,"Sports",0.05,0.06,0
"17247",2016,"Sports",0,0.03,0
"17248",2016,"Sports",0.04,0.12,0.08
"17249",2016,"Sports",0.08,0.41,0.18
"17250",2016,"Sports",0.05,0.05,0
"17251",2016,"Sports",0.05,0.03,0
"17252",2017,"Sports",0,0.01,0
"17253",2017,"Sports",0.01,0.04,0.03
"17254",2017,"Sports",0.12,0.36,0.19
"17255",2017,"Sports",0.02,0.01,0
"17256",2017,"Sports",0.06,0.05,0
"17257",2018,"Sports",0.06,0.23,0.15
"17258",2018,"Sports",0.02,0.02,0
"17259",2011,"Simulation",0,0.06,0
"17260",2011,"Simulation",0,0.06,0
"17274",2011,"Sports",0,0,0.06
"17275",2011,"Sports",0,0,0.06
"17280",2010,"Sports",0,0,0.08
"17281",2010,"Sports",0,0,0.08
"17282",2018,"Sports",0,0,0.12
"17283",2015,"Sports",0,0,0.16
"17290",2010,"Sports",0,0,0.1
"17291",2010,"Sports",0,0,0.21
"17292",2010,"Sports",0,0,0.24
"17293",2011,"Sports",0,0,0.07
"17294",2011,"Sports",0,0,0.18
"17295",2011,"Sports",0,0,0.24
"17296",2012,"Sports",0,0,0.19
"17297",2012,"Sports",0,0,0.2
"17298",2012,"Shooter",0,0,0.06
"17299",2013,"Sports",0,0,0.2
"17300",2013,"Sports",0,0,0.2
"17301",2013,"Sports",0,0,0.06
"17302",2014,"Sports",0,0,0.14
"17303",2014,"Sports",0,0,0.09
"17304",2014,"Sports",0,0,0.07
"17321",2015,"Action",0,0.02,0
"17322",2015,"Action",0,0.01,0
"17323",2011,"Sports",0.01,0,0
"17330",2013,"Puzzle",0,0.48,0.25
"17331",2014,"Puzzle",0,0.53,0.25
"17335",2011,"Puzzle",0.32,0.95,0.36
"17337",2014,"Adventure",0.2,0.27,0.3
"17338",2015,"Racing",0,0.12,0
"17339",2015,"Racing",0,0.1,0
"17340",2015,"Racing",0.29,0.76,0.04
"17341",2015,"Racing",0.17,0.69,0.02
"17342",2015,"Racing",0.21,0.16,0
"17343",2015,"Racing",0.08,0.13,0
"17344",2017,"Racing",0.1,0.35,0.02
"17345",2017,"Racing",0.01,0.18,0
"17347",2014,"Misc",0,0.02,0
"17357",2018,"Simulation",0.01,0,0
"17358",2018,"Simulation",0.01,0,0
"17359",2018,"Simulation",0.01,0,0
"17362",2010,"Simulation",0.24,0,0
"17363",2014,"Misc",0.11,0.05,0
"17364",2014,"Misc",0.11,0.05,0
"17368",2015,"Misc",0.07,0.05,0.2
"17369",2015,"Misc",0,0.03,0.17
"17370",2012,"Role-Playing",0.18,0.04,0.15
"17371",2013,"Role-Playing",0.18,0.04,0.15
"17372",2016,"Role-Playing",0.06,0.04,0.09
"17377",2012,"Action",0.09,0.03,0
"17378",2012,"Action",0.38,0.28,0
"17379",2012,"Action",0.48,0.24,0
"17380",2016,"Action",0.14,0,0
"17381",2016,"Action",0.1,0,0
"17385",2015,"Action",0,0,0.02
"17386",2018,"Action",0,0,0.02
"17389",2016,"Adventure",0,0,0.02
"17390",2016,"Adventure",0.02,0,0
"17391",2016,"Visual Novel",0.1,0.02,0
"17392",2016,"Adventure",0,0.01,0.01
"17393",2016,"Visual Novel",0,0.01,0.02
"17394",2015,"Visual Novel",0,0,0.02
"17399",2011,"Platform",0.04,0.02,0
"17400",2011,"Platform",0.04,0.02,0
"17404",2012,"Role-Playing",0,0,0.12
"17405",2013,"Action",0,0,0.08
"17411",2018,"Adventure",0.03,0,0
"17414",2011,"Puzzle",0,0.02,0
"17415",2013,"Platform",0.11,0.09,0.02
"17416",2013,"Platform",0.11,0.1,0.02
"17417",2011,"Misc",0.08,0.04,0
"17420",2016,"Action",0,0,0.02
"17423",2018,"Simulation",0.02,0.01,0
"17424",2018,"Simulation",0.03,0,0
"17425",2010,"Sports",0.06,0.13,0
"17426",2010,"Sports",0.08,0.09,0
