"","Year","Genre","NA_Sales","EU_Sales","JP_Sales"
"13957",2000,"Racing",0.06,0.05,0.14
"13958",2000,"Racing",0.06,0.05,0.14
"13959",2006,"Racing",0.03,0,0
"13960",2006,"Racing",0.03,0,0
"13961",2009,"Racing",0.05,0.11,0
"13962",2002,"Racing",0.07,0.02,0
"13963",2006,"Racing",0.11,0.01,0
"13964",2007,"Racing",0.23,0,0
"13965",2007,"Racing",0.05,0.04,0
"13966",2008,"Racing",0,0.01,0
"13967",2008,"Racing",0.01,0,0
"13968",2008,"Racing",0.07,0.24,0
"13969",2008,"Racing",0.11,0.2,0
"13988",2003,"Racing",0.07,0.02,0
"13989",2001,"Racing",0.07,0.06,0
"13990",2002,"Racing",0.07,0.06,0
"13991",2003,"Racing",0.06,0.05,0
"13992",2003,"Racing",0.06,0.05,0
"13993",2005,"Racing",0.01,0,0
"13994",2005,"Racing",0.03,0.02,0
"13995",2006,"Racing",0.03,0.02,0
"13997",2003,"Racing",0.02,0.01,0
"14001",2006,"Racing",1.53,1.61,0.06
"14002",2007,"Racing",1.53,1.61,0.06
"14003",2008,"Racing",0,0,0.01
"14006",2009,"Racing",0.07,0.03,0
"14007",2009,"Racing",0.16,0.58,0
"14008",2008,"Racing",0.43,0.67,0.02
"14009",2008,"Misc",0,0,0.02
"14011",2008,"Misc",0,0,0.04
"14023",2008,"Role-Playing",0,0.02,0
"14027",2007,"Sports",0.03,0.02,0
"14031",2009,"Sports",0.11,0,0
"14034",2005,"Misc",0.12,0.04,0
"14039",2009,"Action",0,0,0.03
"14040",2009,"Adventure",0,0.05,0
"14046",2000,"Puzzle",0.02,0.01,0
"14047",2001,"Puzzle",0,0,0.15
"14048",2005,"Puzzle",0,0,0.15
"14049",2004,"Puzzle",0.08,0,0.05
"14050",2004,"Puzzle",0.08,0,0.05
"14052",2005,"Role-Playing",0.02,0.02,0
"14053",2006,"Role-Playing",0.02,0.02,0
"14056",2004,"Puzzle",0.4,0.15,0
"14057",2004,"Puzzle",0.4,0.15,0
"14058",2000,"Puzzle",0.25,0.17,0
"14059",2000,"Puzzle",0.25,0.17,0
"14060",2000,"Puzzle",0.18,0.04,0
"14061",2000,"Puzzle",0.18,0.04,0
"14062",2005,"Puzzle",0.17,0.06,0
"14063",2005,"Puzzle",0.17,0.06,0
"14064",2003,"Fighting",0.37,0.29,0
"14065",2003,"Fighting",0.16,0.05,0
"14067",2001,"Misc",0.08,0.06,0
"14068",2004,"Misc",0.07,0.05,0
"14069",2004,"Misc",0.06,0.02,0
"14070",2000,"Sports",0.07,0.05,0
"14071",2004,"Racing",0.13,0.1,0
"14072",2006,"Racing",0.04,0,0
"14073",2004,"Racing",0.07,0.02,0
"14074",2003,"Fighting",0.05,0.02,0
"14083",2000,"Racing",0.09,0.06,0
"14084",2003,"Misc",0.02,0,0
"14085",2003,"Misc",0.03,0.02,0
"14086",2002,"Shooter",0.04,0.01,0.06
"14087",2003,"Shooter",0.04,0.01,0.06
"14090",2009,"Role-Playing",0.32,0.13,0.11
"14091",2009,"Role-Playing",0.33,0.13,0.11
"14093",2009,"Adventure",0,0.04,0
"14094",2009,"Adventure",0,0.04,0
"14104",2005,"Role-Playing",0.07,0.06,0
"14105",2005,"Role-Playing",0.07,0.06,0
"14110",2009,"Shooter",0,0,0.03
"14111",2008,"Simulation",0,0,0.02
"14112",2008,"Action",0.1,0,0
"14113",2008,"Action",0.1,0,0
"14114",2008,"Action",0.17,0.01,0
"14115",2008,"Action",0.16,0.01,0
"14116",2001,"Misc",0.15,0.12,0
"14117",2003,"Misc",0.15,0.12,0
"14118",2009,"Misc",0.02,0.01,0
"14119",2009,"Action",0,0,0.23
"14120",2009,"Action",0,0,0.23
"14121",2009,"Strategy",0,0,0.01
"14135",2006,"Sports",0.62,0.02,0
"14136",2006,"Sports",0.62,0.02,0
"14137",2006,"Sports",0.25,0.07,0
"14138",2006,"Sports",0.25,0.07,0
"14139",2005,"Sports",0.2,0,0
"14140",2003,"Sports",0.51,0.4,0
"14141",2003,"Sports",0.51,0.4,0
"14142",2003,"Sports",0.15,0.04,0
"14143",2003,"Sports",0.15,0.04,0
"14144",2004,"Sports",0.2,0.05,0
"14145",2004,"Sports",0.2,0.05,0
"14146",2004,"Sports",1.1,0.06,0
"14147",2004,"Sports",0.44,0.13,0
"14148",2004,"Sports",0.44,0.13,0
"14149",2005,"Sports",0.25,0.07,0
"14150",2005,"Sports",0.25,0.07,0
"14151",2005,"Sports",1.26,0.07,0
"14152",2005,"Sports",1.26,0.07,0
"14153",2005,"Sports",0.7,0.2,0
"14154",2005,"Sports",0.7,0.2,0
"14155",2001,"Racing",0.11,0.04,0
"14156",2001,"Racing",0.27,0.21,0
"14157",2001,"Racing",0.1,0.03,0
"14158",2002,"Racing",0.07,0.02,0
"14159",2002,"Racing",0.14,0.11,0
"14160",2002,"Racing",0.07,0.02,0
"14161",2004,"Racing",0.94,0.73,0
"14162",2004,"Racing",0.34,0.08,0
"14167",2009,"Racing",0.13,0,0
"14168",2009,"Racing",0.52,0.26,0
"14169",2009,"Racing",0.52,0.14,0
"14170",2009,"Racing",0.13,0,0
"14171",2009,"Racing",0.52,0.26,0
"14172",2009,"Racing",0.18,0.03,0
"14173",2009,"Racing",0.52,0.15,0
"14179",2005,"Racing",0.86,0.03,0
"14180",2005,"Racing",0.32,0.07,0
"14181",2006,"Racing",0.64,0,0
"14182",2007,"Racing",0.11,0,0
"14183",2007,"Racing",0.32,0.01,0
"14184",2007,"Racing",0.35,0.06,0
"14185",2007,"Racing",0.35,0.18,0
"14186",2008,"Racing",0.29,0.03,0
"14187",2007,"Racing",0.55,0.08,0
"14190",2005,"Racing",0.08,0.07,0
"14191",2005,"Racing",0.08,0.07,0
"14192",2005,"Racing",0.03,0.01,0
"14203",2001,"Racing",0.16,0.13,0
"14204",2001,"Racing",0.16,0.13,0
"14206",2009,"Simulation",0,0.02,0
"14209",2008,"Simulation",0.3,0.02,0
"14210",2008,"Simulation",0.3,0.02,0
"14211",2008,"Simulation",0.61,0.1,0
"14212",2008,"Simulation",0.61,0.09,0
"14213",2009,"Simulation",0.28,0.03,0
"14214",2009,"Simulation",0.27,0.03,0
"14215",2009,"Simulation",0.12,0,0
"14216",2009,"Simulation",0.12,0,0
"14217",2009,"Simulation",0.01,0,0
"14218",2009,"Simulation",0.02,0,0
"14219",2009,"Sports",0,0.04,0
"14220",2008,"Simulation",0.1,0,0
"14221",2009,"Simulation",0.1,0,0
"14222",2008,"Misc",0.11,0.01,0
"14223",2009,"Misc",0.02,0,0
"14224",2008,"Misc",0.06,0.01,0
"14225",2008,"Misc",0.06,0.01,0
"14226",2009,"Misc",0.08,0,0
"14227",2008,"Simulation",0.11,0,0
"14228",2009,"Simulation",0.11,0,0
"14229",2007,"Misc",0.41,0.01,0
"14230",2008,"Misc",0.41,0.01,0
"14233",2008,"Sports",1.2,0.9,0
"14234",2009,"Sports",0.14,0.04,0
"14238",2007,"Misc",0.15,0.02,0
"14239",2009,"Misc",0.07,0,0
"14240",2009,"Misc",0.07,0,0
"14241",2006,"Action",0.02,0,0
"14242",2006,"Action",0.02,0,0
"14243",2008,"Misc",0.07,0,0
"14244",2009,"Simulation",0.09,0,0
"14251",2009,"Action",0.02,0,0
"14252",2009,"Action",0.02,0,0
"14253",2009,"Simulation",0,0,0
"14254",2007,"Sports",0.33,0,0
"14255",2008,"Sports",0.33,0,0
"14256",2007,"Sports",0.27,0.02,0
"14257",2008,"Sports",0.27,0.02,0
"14258",2008,"Sports",0.05,0.01,0
"14259",2009,"Sports",0.05,0.01,0
"14260",2008,"Sports",0.04,0.02,0
"14261",2009,"Sports",0.04,0.01,0
"14262",2008,"Misc",0.25,0,0
"14263",2008,"Simulation",0,0.01,0
"14264",2008,"Adventure",0.72,0,0
"14265",2008,"Misc",0.08,0,0
"14266",2009,"Misc",0.08,0,0
"14268",2008,"Simulation",0.06,0,0
"14269",2009,"Simulation",0.06,0,0
"14270",2008,"Simulation",0,0,0.03
"14271",2009,"Simulation",0,0,0.03
"14274",2008,"Misc",0.1,0,0
"14275",2008,"Misc",0.38,0.2,0
"14276",2008,"Misc",0,0.2,0
"14277",2007,"Misc",0.4,0.01,0
"14278",2008,"Misc",0.12,0,0
"14279",2008,"Misc",0.07,0.01,0
"14280",2003,"Misc",0.12,0.09,0
"14281",2009,"Misc",0.38,0,0
"14282",2009,"Misc",0.25,0,0
"14283",2009,"Misc",0.29,0,0
"14284",2008,"Sports",0.3,0.54,0
"14285",2007,"Misc",0.37,0.9,0
"14286",2007,"Misc",0.46,0.02,0
"14287",2009,"Role-Playing",0,0,0.01
"14288",2008,"Role-Playing",0.04,0,0
"14289",2009,"Role-Playing",0.04,0,0
"14290",2007,"Adventure",0,0,0.01
"14291",2009,"Adventure",0,0,0.01
"14292",2007,"Simulation",1.59,1.61,0.08
"14293",2008,"Simulation",0,0.02,0
"14294",2007,"Simulation",0.91,0.55,0.04
"14295",2009,"Adventure",0.55,0.43,0
"14296",2009,"Adventure",0.63,0.32,0
"14298",2008,"Simulation",0.81,0.6,0.01
"14299",2008,"Simulation",0.71,0.65,0.01
"14300",2009,"Simulation",0.15,0.12,0
"14301",2009,"Simulation",0.18,0.03,0
"14302",2009,"Racing",0.26,0.29,0
"14303",2009,"Racing",0.19,0.23,0
"14308",2007,"Adventure",0.09,0,0
"14309",2008,"Adventure",0.09,0,0
"14313",2006,"Adventure",0,0.01,0
"14316",2002,"Adventure",0.14,0.11,0
"14317",2002,"Adventure",0.04,0.01,0
"14318",2004,"Adventure",0.01,0,0
"14319",2005,"Adventure",0.04,0.01,0
"14320",2006,"Adventure",0,0,0.01
"14321",2008,"Adventure",0.76,0.4,0
"14322",2007,"Puzzle",0.01,0.02,0
"14323",2007,"Puzzle",0.01,0.02,0
"14325",2006,"Role-Playing",0.18,0,0.33
"14326",2008,"Role-Playing",0.17,0,0.33
"14330",2008,"Adventure",0.1,0,0
"14331",2008,"Adventure",0.11,0,0
"14341",2002,"Action",0.03,0.01,0.04
"14342",2002,"Action",0.03,0.01,0.04
"14343",2002,"Action",0.03,0.02,0
"14344",2002,"Action",0.03,0.02,0
"14347",2008,"Simulation",0,0,0.01
"14348",2007,"Puzzle",0.05,0,0
"14349",2007,"Puzzle",0.05,0,0
"14350",2007,"Racing",0.01,0,0
"14351",2007,"Racing",0.01,0,0
"14352",2008,"Platform",0.04,0,0
"14353",2008,"Platform",0.04,0,0
"14354",2009,"Strategy",0.09,0.02,0
"14355",2007,"Platform",0.06,0,0
"14356",2008,"Platform",0.06,0,0
"14357",2007,"Platform",0.03,0,0
"14358",2008,"Platform",0.03,0,0
"14363",2006,"Action",0.2,0.03,0.05
"14364",2006,"Action",0.03,0,0
"14365",2006,"Action",0.03,0,0
"14366",2009,"Adventure",0,0,0.01
"14374",2008,"Misc",0,0,0.01
"14375",2008,"Fighting",0.08,0.06,0
"14376",2008,"Fighting",0.08,0.06,0
"14377",2001,"Misc",3,1.11,0.05
"14378",2001,"Misc",3,1.11,0.05
"14379",2002,"Misc",0.48,0.13,0
"14380",2002,"Misc",0.48,0.13,0
"14381",2001,"Misc",1.73,0.07,0
"14382",2001,"Misc",1.73,0.07,0
"14383",2002,"Misc",0.77,0.11,0
"14385",2005,"Misc",0,0,0.02
"14386",2005,"Misc",0,0,0.02
"14390",2005,"Misc",0.75,0.18,0
"14391",2005,"Misc",0.75,0.18,0
"14392",2005,"Misc",0,0,0.02
"14393",2005,"Misc",0,0,0.02
"14394",2007,"Misc",1.18,0.01,0.06
"14397",2007,"Misc",0.68,0,0
"14398",2007,"Misc",0.68,0,0
"14409",2005,"Misc",0.14,0.05,0
"14410",2005,"Misc",0.14,0.05,0
"14411",2005,"Misc",0.17,0.04,0
"14412",2005,"Misc",0.17,0.04,0
"14413",2005,"Misc",2.08,1.35,0
"14414",2005,"Misc",2.08,1.35,0
"14415",2005,"Misc",0.13,0.04,0
"14416",2005,"Misc",0.13,0.04,0
"14417",2008,"Misc",0.27,0.01,0.01
"14418",2008,"Misc",0.27,0.01,0.01
"14423",2007,"Action",0,0,0.02
"14424",2007,"Action",0,0,0.02
"14426",2008,"Adventure",0,0,0.08
"14427",2009,"Action",0,0,0.03
"14428",2009,"Role-Playing",0,0,0.01
"14429",2007,"Adventure",0,0,0.02
"14431",2001,"Adventure",0,0,0
"14432",2002,"Adventure",0.01,0,0
"14433",2007,"Adventure",0,0,0
"14434",2008,"Adventure",0.16,0,0
"14436",2008,"Adventure",0.24,0,0
"14437",2008,"Adventure",0.24,0,0
"14438",2008,"Adventure",0,0,0
"14439",2008,"Adventure",0.14,0,0
"14440",2009,"Puzzle",0.04,0,0
"14445",2005,"Action",0.03,0.02,0
"14446",2005,"Action",0.03,0.02,0
"14447",2005,"Shooter",0.05,0,0
"14448",2005,"Shooter",0.05,0,0
"14449",2008,"Shooter",0.03,0.01,0
"14450",2008,"Shooter",0.03,0.01,0
"14452",2007,"Puzzle",0.02,0,0
"14453",2007,"Puzzle",0.03,0,0
"14455",2008,"Adventure",0,0,0.01
"14456",2005,"Shooter",0.18,0.14,0
"14457",2005,"Shooter",0.14,0.04,0
"14460",2009,"Role-Playing",0,0,0.01
"14462",2005,"Role-Playing",0,0,0.14
"14463",2006,"Role-Playing",0,0,0.09
"14467",2009,"Fighting",0.44,0.04,0
"14468",2009,"Action",0.11,0.02,0.05
"14473",2009,"Fighting",0.14,0,0
"14474",2009,"Fighting",0.14,0,0
"14475",2008,"Action",0.08,0,0.03
"14477",2008,"Fighting",0.19,0.03,0.13
"14478",2009,"Fighting",0.19,0.03,0.13
"14480",2007,"Fighting",0.26,0.01,0.13
"14481",2009,"Fighting",0.26,0.01,0.13
"14482",2007,"Fighting",0,0,0.17
"14483",2009,"Fighting",0,0,0.17
"14484",2009,"Fighting",0.13,0.04,0.19
"14504",2008,"Action",0,0,0.04
"14505",2007,"Fighting",0,0,0.1
"14506",2007,"Fighting",0,0,0.09
"14507",2008,"Fighting",0,0,0.07
"14508",2009,"Action",0.08,0,0.13
"14509",2009,"Action",0,0,0.04
"14512",2008,"Misc",0.06,0.04,0
"14513",2008,"Misc",0.06,0.04,0
"14514",2003,"Fighting",0.53,0.14,0
"14515",2006,"Fighting",0.53,0.14,0
"14516",2003,"Fighting",0,0,0.21
"14517",2006,"Fighting",0,0,0.21
"14518",2003,"Fighting",0.44,0.12,0.45
"14519",2006,"Fighting",0.44,0.12,0.45
"14520",2007,"Fighting",0.45,0.46,0
"14521",2008,"Fighting",0.34,0.02,0
"14522",2004,"Fighting",0,0,0.43
"14523",2005,"Fighting",0,0,0.32
"14524",2003,"Action",0.16,0.06,0
"14525",2006,"Platform",0.16,0.06,0
"14526",2008,"Fighting",0,0,0.23
"14527",2006,"Action",0.39,0,0
"14528",2007,"Action",0.39,0,0
"14529",2007,"Action",0,0.01,0.13
"14530",2006,"Fighting",0.02,0.01,0.16
"14531",2008,"Fighting",0.02,0.01,0.16
"14532",2006,"Fighting",0.31,0,0
"14533",2008,"Fighting",0.3,0,0
"14534",2007,"Role-Playing",0.37,0,0
"14535",2007,"Role-Playing",0.37,0,0
"14536",2006,"Role-Playing",0.22,0,0
"14537",2008,"Role-Playing",0.22,0,0
"14538",2007,"Action",0.29,0.02,0
"14539",2008,"Action",0.24,0.28,0
"14540",2003,"Fighting",0,0,0.32
"14541",2006,"Fighting",0,0,0.32
"14542",2008,"Fighting",0.5,0.02,0
"14543",2004,"Fighting",0.47,0.02,0
"14544",2008,"Fighting",0.47,0.02,0
"14545",2005,"Fighting",0,0,0.36
"14546",2008,"Fighting",0,0,0.36
"14547",2008,"Fighting",0.36,0.01,0
"14548",2006,"Fighting",0,0,0.06
"14549",2007,"Fighting",0,0,0.06
"14550",2007,"Fighting",0.26,0,0
"14551",2006,"Fighting",0.14,0,0
"14552",2008,"Fighting",0.14,0,0
"14553",2008,"Fighting",0.49,0.34,0.09
"14554",2008,"Fighting",0.49,0.35,0.09
"14555",2006,"Action",0.28,0.22,0
"14556",2007,"Action",0.28,0.22,0
"14557",2006,"Action",0,0,0.05
"14558",2007,"Action",0,0,0.05
"14559",2006,"Racing",0.09,0,0
"14560",2006,"Racing",0.09,0,0
"14564",2005,"Racing",0.53,0.02,0
"14565",2005,"Racing",0.53,0.02,0
"14566",2005,"Racing",0.2,0.06,0
"14567",2005,"Racing",0.2,0.06,0
"14568",2006,"Racing",0.06,0.04,0
"14569",2006,"Racing",0.06,0.04,0
"14570",2006,"Racing",0.03,0.01,0
"14571",2006,"Racing",0.03,0.01,0
"14572",2007,"Racing",0.12,0.09,0
"14573",2007,"Racing",0.12,0.09,0
"14574",2007,"Racing",0.15,0.05,0
"14575",2007,"Racing",0.15,0.05,0
"14576",2007,"Racing",0.26,0,0
"14577",2007,"Racing",0.26,0,0
"14578",2008,"Racing",0.26,0.2,0
"14579",2008,"Racing",0.26,0.2,0
"14580",2008,"Racing",0.22,0.01,0
"14581",2008,"Racing",0.22,0.01,0
"14582",2008,"Racing",0.23,0,0
"14583",2008,"Racing",0.23,0,0
"14588",2000,"Racing",0.45,0.31,0
"14589",2000,"Racing",0.45,0.31,0
"14590",2000,"Racing",0.34,0.27,0
"14591",2000,"Racing",0.34,0.27,0
"14592",2004,"Racing",0.1,0.02,0
"14593",2004,"Racing",0.1,0.02,0
"14594",2004,"Racing",0.69,0.54,0
"14595",2004,"Racing",0.69,0.54,0
"14596",2004,"Racing",0.34,0.1,0
"14597",2004,"Racing",0.34,0.1,0
"14607",2000,"Racing",0.22,0.15,0
"14610",2002,"Racing",0.12,0.04,0
"14611",2001,"Racing",0.29,0.23,0
"14612",2001,"Racing",0.15,0.04,0
"14617",2009,"Racing",0.39,0,0
"14618",2009,"Racing",0.39,0,0
"14621",2000,"Racing",0.31,0.21,0
"14624",2001,"Racing",0.23,0.16,0
"14625",2001,"Racing",0.23,0.16,0
"14626",2001,"Racing",0.57,0.44,0
"14627",2001,"Racing",0.57,0.44,0
"14628",2001,"Racing",0.25,0.07,0
"14629",2001,"Racing",0.25,0.07,0
"14630",2002,"Racing",0.24,0.06,0
"14631",2002,"Racing",0.24,0.06,0
"14632",2002,"Racing",0.6,0.46,0
"14634",2002,"Racing",0.2,0.06,0
"14635",2002,"Racing",0.2,0.06,0
"14636",2003,"Racing",0.53,0.41,0
"14637",2003,"Racing",0.53,0.41,0
"14638",2003,"Racing",0.18,0.05,0
"14639",2003,"Racing",0.18,0.05,0
"14644",2002,"Racing",0.07,0.02,0
"14645",2002,"Racing",0.28,0.22,0
"14663",2008,"Simulation",0,0,0.01
"14664",2008,"Simulation",0,0,0.01
"14665",2008,"Simulation",0.04,0,0
"14666",2008,"Simulation",0.04,0,0
"14669",2002,"Adventure",0,0,0.02
"14678",2004,"Simulation",0.03,0.02,0
"14679",2004,"Simulation",0.03,0.02,0
"14680",2003,"Simulation",0.05,0.04,0
"14681",2003,"Simulation",0.05,0.04,0
"14682",2008,"Misc",0,0,0.01
"14688",2005,"Sports",0.2,0,0
"14689",2005,"Sports",0.26,0.2,0
"14690",2005,"Sports",0.2,0,0
"14691",2006,"Sports",0.01,0.01,0
"14692",2006,"Sports",0.24,0,0.01
"14693",2006,"Sports",0.18,0,0
"14694",2007,"Sports",0.06,0.05,0
"14695",2007,"Sports",0.12,0,0
"14696",2007,"Sports",0.03,0,0
"14697",2008,"Sports",0.08,0.06,0
"14698",2008,"Sports",0.14,0,0
"14699",2008,"Sports",0.16,0,0
"14700",2009,"Sports",0.07,0,0
"14705",2009,"Sports",0,0.01,0
"14706",2009,"Sports",0.33,0.01,0
"14707",2009,"Sports",0.33,0.01,0
"14708",2009,"Sports",0.75,0.01,0.01
"14709",2009,"Sports",0.75,0.01,0.01
"14710",2009,"Sports",0.3,0,0
"14711",2009,"Sports",0.3,0,0
"14712",2009,"Sports",0.34,0,0
"14713",2009,"Sports",0.36,0,0
"14714",2009,"Sports",0.91,0.02,0
"14715",2009,"Sports",0.88,0.02,0
"14792",2002,"Sports",0.09,0.02,0
"14793",2002,"Sports",0.59,0.46,0.01
"14794",2002,"Sports",0.15,0.04,0
"14795",2002,"Sports",0.12,0.03,0
"14796",2002,"Sports",0.51,0.4,0
"14797",2002,"Sports",0.24,0.07,0
"14798",2005,"Action",0.43,0.34,0
"14799",2005,"Action",0.43,0.34,0
"14800",2005,"Action",0.21,0.01,0
"14801",2005,"Action",0.21,0.01,0
"14802",2005,"Action",0.27,0.08,0
"14803",2005,"Action",0.27,0.08,0
"14804",2006,"Sports",0.65,0.02,0
"14805",2006,"Sports",0.65,0.02,0
"14806",2006,"Sports",0.3,0.04,0
"14807",2006,"Sports",0.3,0.04,0
"14808",2006,"Sports",0.55,0,0
"14809",2006,"Sports",0.53,0,0
"14810",2006,"Sports",0.02,0.01,0
"14811",2006,"Sports",0.02,0.01,0
"14812",2007,"Sports",0.5,0.02,0
"14813",2007,"Sports",0.5,0.02,0
"14814",2007,"Sports",0.5,0.01,0
"14815",2007,"Sports",0.5,0.01,0
"14816",2007,"Sports",0.79,0,0
"14817",2007,"Sports",0.79,0,0
"14818",2008,"Sports",0.34,0.01,0
"14819",2008,"Sports",0.34,0.01,0
"14820",2008,"Sports",0.56,0,0
"14821",2008,"Sports",0.56,0,0
"14822",2008,"Sports",1,0.16,0
"14823",2008,"Sports",1,0.16,0
"14824",2004,"Sports",0.81,0.63,0
"14825",2004,"Sports",0.37,0.11,0
"14826",2008,"Sports",0.13,0,0
"14827",2008,"Sports",0.18,0,0
"14828",2006,"Sports",0.23,0.18,0
"14829",2006,"Sports",0.09,0.03,0
"14830",2006,"Sports",0.09,0,0
"14832",2002,"Sports",0.19,0.05,0
"14837",2001,"Sports",0.07,0.05,0
"14838",2001,"Sports",0.09,0.07,0
"14845",2000,"Sports",0.04,0,0
"14846",2000,"Sports",0.04,0,0
"14847",2000,"Sports",0.12,0.08,0
"14848",2000,"Sports",0.12,0.08,0
"14849",2002,"Sports",0.28,0.08,0
"14850",2002,"Sports",0.28,0.08,0
"14851",2002,"Sports",0.23,0.07,0
"14852",2003,"Sports",0.13,0.04,0
"14855",2003,"Sports",0.2,0.16,0
"14863",2003,"Sports",0.1,0.03,0
"14865",2002,"Sports",0.08,0.03,0
"14873",2005,"Sports",0.25,0.07,0
"14874",2005,"Sports",0.25,0.07,0
"14875",2005,"Sports",0.39,0,0
"14876",2005,"Sports",0.39,0,0
"14877",2005,"Sports",0.27,0,0
"14878",2005,"Sports",0.27,0,0
"14879",2005,"Sports",0.57,0.04,0
"14880",2005,"Sports",0.57,0.04,0
"14881",2005,"Sports",1.44,0.15,0
"14882",2005,"Sports",1.44,0.15,0
"14883",2005,"Sports",1.35,0.05,0
"14884",2005,"Sports",1.35,0.05,0
"14885",2006,"Sports",1.07,0.04,0.02
"14886",2006,"Sports",1.07,0.04,0.02
"14887",2006,"Sports",0.47,0,0
"14888",2006,"Sports",0.47,0,0
"14889",2006,"Sports",0.43,0,0
"14890",2006,"Sports",0.42,0,0
"14891",2006,"Sports",0.04,0.01,0
"14892",2006,"Sports",0.04,0.01,0
"14893",2007,"Sports",0.59,0.02,0.01
"14894",2007,"Sports",0.56,0.02,0.01
"14895",2007,"Sports",0.28,0,0
"14896",2007,"Sports",0.17,0,0
"14897",2007,"Sports",0.47,0,0
"14898",2008,"Sports",0.32,0.01,0.01
"14899",2008,"Sports",0.46,0,0.02
"14900",2008,"Sports",0.23,0.07,0.03
"14901",2008,"Sports",0.51,0.14,0
"14902",2008,"Sports",0.19,0.02,0
"14903",2008,"Sports",0.19,0.01,0
"14904",2009,"Sports",0.46,0.03,0.01
"14905",2009,"Sports",0.46,0.03,0.01
"14906",2009,"Sports",0.21,0,0.01
"14907",2009,"Sports",0.21,0,0.01
"14908",2009,"Sports",0.4,0.02,0
"14909",2009,"Sports",0.4,0.02,0
"14928",2000,"Sports",0.7,0.47,0
"14929",2000,"Sports",0.7,0.47,0
"14930",2001,"Sports",0.52,0.4,0.04
"14931",2001,"Sports",0.52,0.4,0.04
"14932",2001,"Sports",0.29,0.19,0
"14933",2001,"Sports",0.29,0.19,0
"14934",2001,"Sports",0.91,0.71,0
"14935",2001,"Sports",0.91,0.71,0
"14936",2001,"Sports",0.35,0.03,0
"14937",2001,"Sports",0.35,0.03,0
"14938",2002,"Sports",0.23,0.06,0
"14940",2002,"Sports",1.25,0.15,0.03
"14941",2002,"Sports",1.25,0.15,0.03
"14942",2002,"Sports",0.31,0.04,0
"14944",2003,"Sports",0.21,0.05,0
"14945",2003,"Sports",0.21,0.05,0
"14946",2003,"Sports",1.57,0.18,0
"14947",2003,"Sports",1.57,0.18,0
"14948",2003,"Sports",0.44,0.04,0
"14949",2003,"Sports",0.44,0.04,0
"14950",2004,"Sports",0.35,0.09,0
"14951",2004,"Sports",0.35,0.09,0
"14952",2004,"Sports",2.03,0.21,0
"14953",2004,"Sports",2.03,0.21,0
"14954",2004,"Sports",0.81,0.05,0
"14955",2004,"Sports",0.81,0.05,0
"14969",2000,"Sports",0.15,0.1,0
"14970",2001,"Sports",0.07,0.06,0
"14971",2001,"Sports",0.08,0.05,0
"14972",2002,"Sports",0.11,0.09,0
"14973",2003,"Sports",0.13,0.1,0
"14977",2002,"Sports",0.09,0.07,0
"14979",2002,"Sports",0.02,0.01,0
"14980",2002,"Sports",0.02,0.01,0
"14981",2002,"Sports",0.33,0.09,0
"14982",2002,"Sports",0.33,0.09,0
"14983",2001,"Sports",2.19,0.22,0
"14984",2001,"Sports",2.19,0.22,0
"14985",2007,"Sports",0.13,0.02,0
"14986",2007,"Sports",0.45,0.01,0
"14987",2007,"Sports",0.45,0.01,0
"14988",2005,"Sports",0.23,0.06,0
"14989",2005,"Sports",0.23,0.06,0
"14990",2005,"Sports",0.52,0.41,0
"14991",2005,"Sports",0.52,0.41,0
"14992",2005,"Sports",0.28,0.03,0
"14993",2005,"Sports",0.28,0.03,0
"14994",2003,"Sports",0.41,0.11,0
"14996",2003,"Sports",1.69,0.2,0
"14997",2003,"Sports",1.69,0.2,0
"14998",2003,"Sports",0.62,0.04,0
"14999",2003,"Sports",0.62,0.04,0
"15000",2005,"Sports",0.2,0,0
"15001",2008,"Sports",0.14,0.11,0
"15002",2008,"Sports",0.14,0.11,0
"15003",2008,"Sports",0.15,0,0
"15004",2008,"Sports",0.15,0,0
"15005",2008,"Sports",0.2,0,0
"15006",2008,"Sports",0.2,0,0
"15007",2009,"Sports",0.31,0,0
"15008",2009,"Sports",0.3,0,0
"15010",2002,"Sports",0.01,0,0
"15011",2002,"Sports",0.12,0.09,0
"15012",2002,"Sports",0.11,0.03,0
"15013",2002,"Sports",0.05,0.01,0
"15015",2000,"Sports",0.09,0.06,0
"15016",2000,"Sports",0.09,0.07,0
"15017",2001,"Sports",0.15,0.12,0
"15018",2002,"Sports",0.09,0.07,0
"15019",2003,"Sports",0.1,0.08,0
"15020",2005,"Sports",1.53,0.05,0
"15021",2005,"Sports",1.53,0.05,0
"15022",2005,"Sports",0.73,0.21,0
"15023",2005,"Sports",0.73,0.21,0
"15024",2006,"Sports",1.41,0.05,0
"15025",2006,"Sports",0.34,0,0
"15026",2006,"Sports",0.67,0,0
"15027",2006,"Sports",0.42,0.12,0
"15028",2006,"Sports",0.42,0.12,0
"15029",2007,"Sports",0.65,0.03,0
"15030",2007,"Sports",0.35,0,0
"15031",2007,"Sports",0.65,0,0
"15032",2007,"Sports",0.06,0.02,0
"15033",2007,"Sports",0.06,0.02,0
"15034",2008,"Sports",0.4,0.02,0
"15035",2008,"Sports",0.4,0.02,0
"15036",2008,"Sports",0.54,0,0
"15037",2008,"Sports",0.54,0,0
"15038",2008,"Sports",0.21,0,0
"15039",2008,"Sports",0.21,0,0
"15040",2008,"Sports",0.65,0,0
